INFO: kbplacer_plugin_action.py:70: Plugin version: 0.14
INFO: kbplacer_plugin_action.py:71: Python version: '3.9.13 (v3.9.13:6de2ca5339, May 17 2022, 11:37:23) \n[Clang 13.0.0 (clang-1300.0.29.30)]'
INFO: kbplacer_plugin_action.py:72: KiCad version: 9.0.4 with 4.2.2a1 osx-cocoa (phoenix) wxWidgets 3.2.8
INFO: kbplacer_dialog.py:631: Language: en
INFO: kbplacer_plugin_action.py:80: GUI state: {"layout_path": "/Users/karthikkurapati/Downloads/keyboard-layout (1).json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "MX{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 180.0, "side": "Back"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Custom", "position": {"x": -3.1, "y": -1.25, "orientation": -90.0, "side": "Back"}, "template_path": ""}, "additional_elements": [{"annotation_format": "S{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}], "route_rows_and_columns": true, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
DEBUG: key_placer.py:424: Set key 1U distance: 19050000/19050000
DEBUG: key_placer.py:141: Switches by nets: defaultdict(<class 'list'>, {frozenset({'col15', 'row5'}): ['MX81'], frozenset({'row5', 'col14'}): ['MX80'], frozenset({'row5', 'col13'}): ['MX79'], frozenset({'row5', 'col12'}): ['MX78'], frozenset({'row5', 'col11'}): ['MX77'], frozenset({'row5', 'col10'}): ['MX76'], frozenset({'col7', 'row5'}): ['MX75'], frozenset({'row5', 'col2'}): ['MX74'], frozenset({'row5', 'col1'}): ['MX73'], frozenset({'row5', 'col0'}): ['MX72'], frozenset({'col15', 'row4'}): ['MX71'], frozenset({'col14', 'row4'}): ['MX70'], frozenset({'row4', 'col12'}): ['MX69'], frozenset({'row4', 'col11'}): ['MX68'], frozenset({'col10', 'row4'}): ['MX67'], frozenset({'row4', 'col9'}): ['MX66'], frozenset({'row4', 'col8'}): ['MX65'], frozenset({'col7', 'row4'}): ['MX64'], frozenset({'col6', 'row4'}): ['MX63'], frozenset({'col5', 'row4'}): ['MX62'], frozenset({'col4', 'row4'}): ['MX61'], frozenset({'row4', 'col3'}): ['MX60'], frozenset({'row4', 'col2'}): ['MX59'], frozenset({'col0', 'row4'}): ['MX58'], frozenset({'col15', 'row3'}): ['MX57'], frozenset({'row3', 'col14'}): ['MX56'], frozenset({'row3', 'col11'}): ['MX55'], frozenset({'row3', 'col10'}): ['MX54'], frozenset({'row3', 'col9'}): ['MX53'], frozenset({'row3', 'col8'}): ['MX52'], frozenset({'col7', 'row3'}): ['MX51'], frozenset({'col6', 'row3'}): ['MX50'], frozenset({'col5', 'row3'}): ['MX49'], frozenset({'col4', 'row3'}): ['MX48'], frozenset({'row3', 'col3'}): ['MX47'], frozenset({'row3', 'col2'}): ['MX46'], frozenset({'row3', 'col1'}): ['MX45'], frozenset({'col0', 'row3'}): ['MX44'], frozenset({'col15', 'row2'}): ['MX43'], frozenset({'col14', 'row2'}): ['MX42'], frozenset({'row2', 'col13'}): ['MX41'], frozenset({'row2', 'col12'}): ['MX40'], frozenset({'row2', 'col11'}): ['MX39'], frozenset({'row2', 'col10'}): ['MX38'], frozenset({'row2', 'col9'}): ['MX37'], frozenset({'row2', 'col8'}): ['MX36'], frozenset({'col7', 'row2'}): ['MX35'], frozenset({'col6', 'row2'}): ['MX34'], frozenset({'col5', 'row2'}): ['MX33'], frozenset({'col4', 'row2'}): ['MX32'], frozenset({'row2', 'col3'}): ['MX31'], frozenset({'row2', 'col2'}): ['MX30'], frozenset({'col15', 'row1'}): ['MX28'], frozenset({'col14', 'row1'}): ['MX27'], frozenset({'row1', 'col12'}): ['MX26'], frozenset({'row1', 'col11'}): ['MX25'], frozenset({'row1', 'col10'}): ['MX24'], frozenset({'row1', 'col9'}): ['MX23'], frozenset({'row1', 'col8'}): ['MX22'], frozenset({'col7', 'row1'}): ['MX21'], frozenset({'col6', 'row1'}): ['MX20'], frozenset({'col5', 'row1'}): ['MX19'], frozenset({'col4', 'row1'}): ['MX18'], frozenset({'row1', 'col3'}): ['MX17'], frozenset({'row1', 'col2'}): ['MX16'], frozenset({'row1', 'col1'}): ['MX15'], frozenset({'col0', 'row1'}): ['MX14'], frozenset({'row0', 'col12'}): ['MX13'], frozenset({'row0', 'col11'}): ['MX12'], frozenset({'col10', 'row0'}): ['MX11'], frozenset({'row0', 'col9'}): ['MX10'], frozenset({'row0', 'col8'}): ['MX9'], frozenset({'col7', 'row0'}): ['MX8'], frozenset({'col6', 'row0'}): ['MX7'], frozenset({'col5', 'row0'}): ['MX6'], frozenset({'col4', 'row0'}): ['MX5'], frozenset({'row0', 'col2'}): ['MX3'], frozenset({'row0', 'col1'}): ['MX2'], frozenset({'col0', 'row0'}): ['MX1'], frozenset({'row0', 'col3'}): ['MX4'], frozenset({'col0', 'row2'}): ['MX29']})
DEBUG: key_placer.py:145: Diodes by switch: {'MX81': ['D81'], 'MX80': ['D80'], 'MX79': ['D79'], 'MX78': ['D78'], 'MX77': ['D77'], 'MX76': ['D76'], 'MX75': ['D75'], 'MX74': ['D74'], 'MX73': ['D73'], 'MX72': ['D72'], 'MX71': ['D71'], 'MX70': ['D70'], 'MX69': ['D69'], 'MX68': ['D68'], 'MX67': ['D67'], 'MX66': ['D66'], 'MX65': ['D65'], 'MX64': ['D64'], 'MX63': ['D63'], 'MX62': ['D62'], 'MX61': ['D61'], 'MX60': ['D60'], 'MX59': ['D59'], 'MX58': ['D58'], 'MX57': ['D57'], 'MX56': ['D56'], 'MX55': ['D55'], 'MX54': ['D54'], 'MX53': ['D53'], 'MX52': ['D52'], 'MX51': ['D51'], 'MX50': ['D50'], 'MX49': ['D49'], 'MX48': ['D48'], 'MX47': ['D47'], 'MX46': ['D46'], 'MX45': ['D45'], 'MX44': ['D44'], 'MX43': ['D43'], 'MX42': ['D42'], 'MX41': ['D41'], 'MX40': ['D40'], 'MX39': ['D39'], 'MX38': ['D38'], 'MX37': ['D37'], 'MX36': ['D36'], 'MX35': ['D35'], 'MX34': ['D34'], 'MX33': ['D33'], 'MX32': ['D32'], 'MX31': ['D31'], 'MX30': ['D30'], 'MX29': ['D29'], 'MX28': ['D28'], 'MX27': ['D27'], 'MX26': ['D26'], 'MX25': ['D25'], 'MX24': ['D24'], 'MX23': ['D23'], 'MX22': ['D22'], 'MX21': ['D21'], 'MX20': ['D20'], 'MX19': ['D19'], 'MX18': ['D18'], 'MX17': ['D17'], 'MX16': ['D16'], 'MX15': ['D15'], 'MX14': ['D14'], 'MX13': ['D13'], 'MX12': ['D12'], 'MX11': ['D11'], 'MX10': ['D10'], 'MX9': ['D9'], 'MX8': ['D8'], 'MX7': ['D7'], 'MX6': ['D6'], 'MX5': ['D5'], 'MX4': ['D4'], 'MX3': ['D3'], 'MX2': ['D2'], 'MX1': ['D1']}
INFO: kle_serial.py:931: User layout: [[{'a': 5}, 'esc', 'f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10', 'f11', 'f12'], ['~', '1', '2', '3', '4', '5', '6', '7', '8', '9', '0', '-', '+', {'w': 2}, 'backspace', 'pgup'], [{'w': 1.5}, 'tab', 'q', 'w', 'e', 'r', 't', 'y', 'u', 'i', 'o', 'p', '[', ']', {'w': 1.5}, '\\', 'pgdn'], [{'w': 1.75}, 'caps lock', 'a', 's', 'd', 'f', 'g', 'h', 'j', 'k', 'l', ';', "'", {'w': 2.25}, 'enter', 'home'], [{'w': 2.25}, 'shift', 'z', 'x', 'c', 'v', 'b', 'n', 'm', ',', '.', '/', {'w': 1.75}, 'shift', {'a': 7}, '^', {'a': 5}, 'end'], [{'a': 7, 'w': 1.25}, 'ctrl', {'w': 1.25}, 'option', {'w': 1.25}, 'cmd', {'w': 6.25}, '', 'cmd', 'fn', 'ctrl', '<', '', '>']]
DEBUG: key_placer.py:724: Layout offset: (28575000, 28575000)
DEBUG: kle_serial.py:990: Layout with: x_ortholinear_keys=42, y_ortholinear_keys=81, rotated_keys=0, encoders=0, iso_enters=0 and unrecognized_shape_keys=0
DEBUG: kle_serial.py:1015: Layout tagged: [<KeyboardTag.ROW_STAGGERED: 2>]
DEBUG: board_modifier.py:94: Setting MX1 footprint position: (38100000, 38100000)
DEBUG: board_modifier.py:94: Setting MX2 footprint position: (57150000, 38100000)
DEBUG: board_modifier.py:94: Setting MX3 footprint position: (76200000, 38100000)
DEBUG: board_modifier.py:94: Setting MX4 footprint position: (95250000, 38100000)
DEBUG: board_modifier.py:94: Setting MX5 footprint position: (114300000, 38100000)
DEBUG: board_modifier.py:94: Setting MX6 footprint position: (133350000, 38100000)
DEBUG: board_modifier.py:94: Setting MX7 footprint position: (152400000, 38100000)
DEBUG: board_modifier.py:94: Setting MX8 footprint position: (171450000, 38100000)
DEBUG: board_modifier.py:94: Setting MX9 footprint position: (190500000, 38100000)
DEBUG: board_modifier.py:94: Setting MX10 footprint position: (209550000, 38100000)
DEBUG: board_modifier.py:94: Setting MX11 footprint position: (228600000, 38100000)
DEBUG: board_modifier.py:94: Setting MX12 footprint position: (247650000, 38100000)
DEBUG: board_modifier.py:94: Setting MX13 footprint position: (266700000, 38100000)
DEBUG: board_modifier.py:94: Setting MX14 footprint position: (38100000, 57150000)
DEBUG: board_modifier.py:94: Setting MX15 footprint position: (57150000, 57150000)
DEBUG: board_modifier.py:94: Setting MX16 footprint position: (76200000, 57150000)
DEBUG: board_modifier.py:94: Setting MX17 footprint position: (95250000, 57150000)
DEBUG: board_modifier.py:94: Setting MX18 footprint position: (114300000, 57150000)
DEBUG: board_modifier.py:94: Setting MX19 footprint position: (133350000, 57150000)
DEBUG: board_modifier.py:94: Setting MX20 footprint position: (152400000, 57150000)
DEBUG: board_modifier.py:94: Setting MX21 footprint position: (171450000, 57150000)
DEBUG: board_modifier.py:94: Setting MX22 footprint position: (190500000, 57150000)
DEBUG: board_modifier.py:94: Setting MX23 footprint position: (209550000, 57150000)
DEBUG: board_modifier.py:94: Setting MX24 footprint position: (228600000, 57150000)
DEBUG: board_modifier.py:94: Setting MX25 footprint position: (247650000, 57150000)
DEBUG: board_modifier.py:94: Setting MX26 footprint position: (266700000, 57150000)
DEBUG: board_modifier.py:94: Setting MX27 footprint position: (295275000, 57150000)
DEBUG: board_modifier.py:94: Setting MX28 footprint position: (323850000, 57150000)
DEBUG: board_modifier.py:94: Setting MX29 footprint position: (42862500, 76200000)
DEBUG: board_modifier.py:94: Setting MX30 footprint position: (66675000, 76200000)
DEBUG: board_modifier.py:94: Setting MX31 footprint position: (85725000, 76200000)
DEBUG: board_modifier.py:94: Setting MX32 footprint position: (104775000, 76200000)
DEBUG: board_modifier.py:94: Setting MX33 footprint position: (123825000, 76200000)
DEBUG: board_modifier.py:94: Setting MX34 footprint position: (142875000, 76200000)
DEBUG: board_modifier.py:94: Setting MX35 footprint position: (161925000, 76200000)
DEBUG: board_modifier.py:94: Setting MX36 footprint position: (180975000, 76200000)
DEBUG: board_modifier.py:94: Setting MX37 footprint position: (200025000, 76200000)
DEBUG: board_modifier.py:94: Setting MX38 footprint position: (219075000, 76200000)
DEBUG: board_modifier.py:94: Setting MX39 footprint position: (238125000, 76200000)
DEBUG: board_modifier.py:94: Setting MX40 footprint position: (257175000, 76200000)
DEBUG: board_modifier.py:94: Setting MX41 footprint position: (276225000, 76200000)
DEBUG: board_modifier.py:94: Setting MX42 footprint position: (300037500, 76200000)
DEBUG: board_modifier.py:94: Setting MX43 footprint position: (323850000, 76200000)
DEBUG: board_modifier.py:94: Setting MX44 footprint position: (45243750, 95250000)
DEBUG: board_modifier.py:94: Setting MX45 footprint position: (71437500, 95250000)
DEBUG: board_modifier.py:94: Setting MX46 footprint position: (90487500, 95250000)
DEBUG: board_modifier.py:94: Setting MX47 footprint position: (109537500, 95250000)
DEBUG: board_modifier.py:94: Setting MX48 footprint position: (128587500, 95250000)
DEBUG: board_modifier.py:94: Setting MX49 footprint position: (147637500, 95250000)
DEBUG: board_modifier.py:94: Setting MX50 footprint position: (166687500, 95250000)
DEBUG: board_modifier.py:94: Setting MX51 footprint position: (185737500, 95250000)
DEBUG: board_modifier.py:94: Setting MX52 footprint position: (204787500, 95250000)
DEBUG: board_modifier.py:94: Setting MX53 footprint position: (223837500, 95250000)
DEBUG: board_modifier.py:94: Setting MX54 footprint position: (242887500, 95250000)
DEBUG: board_modifier.py:94: Setting MX55 footprint position: (261937500, 95250000)
DEBUG: board_modifier.py:94: Setting MX56 footprint position: (292893750, 95250000)
DEBUG: board_modifier.py:94: Setting MX57 footprint position: (323850000, 95250000)
DEBUG: board_modifier.py:94: Setting MX58 footprint position: (50006250, 114300000)
DEBUG: board_modifier.py:94: Setting MX59 footprint position: (80962500, 114300000)
DEBUG: board_modifier.py:94: Setting MX60 footprint position: (100012500, 114300000)
DEBUG: board_modifier.py:94: Setting MX61 footprint position: (119062500, 114300000)
DEBUG: board_modifier.py:94: Setting MX62 footprint position: (138112500, 114300000)
DEBUG: board_modifier.py:94: Setting MX63 footprint position: (157162500, 114300000)
DEBUG: board_modifier.py:94: Setting MX64 footprint position: (176212500, 114300000)
DEBUG: board_modifier.py:94: Setting MX65 footprint position: (195262500, 114300000)
DEBUG: board_modifier.py:94: Setting MX66 footprint position: (214312500, 114300000)
DEBUG: board_modifier.py:94: Setting MX67 footprint position: (233362500, 114300000)
DEBUG: board_modifier.py:94: Setting MX68 footprint position: (252412500, 114300000)
DEBUG: board_modifier.py:94: Setting MX69 footprint position: (278606250, 114300000)
DEBUG: board_modifier.py:94: Setting MX70 footprint position: (304800000, 114300000)
DEBUG: board_modifier.py:94: Setting MX71 footprint position: (323850000, 114300000)
DEBUG: board_modifier.py:94: Setting MX72 footprint position: (40481250, 133350000)
DEBUG: board_modifier.py:94: Setting MX73 footprint position: (64293750, 133350000)
DEBUG: board_modifier.py:94: Setting MX74 footprint position: (88106250, 133350000)
DEBUG: board_modifier.py:94: Setting MX75 footprint position: (159543750, 133350000)
DEBUG: board_modifier.py:94: Setting MX76 footprint position: (228600000, 133350000)
DEBUG: board_modifier.py:94: Setting MX77 footprint position: (247650000, 133350000)
DEBUG: board_modifier.py:94: Setting MX78 footprint position: (266700000, 133350000)
DEBUG: board_modifier.py:94: Setting MX79 footprint position: (285750000, 133350000)
DEBUG: board_modifier.py:94: Setting MX80 footprint position: (304800000, 133350000)
DEBUG: board_modifier.py:94: Setting MX81 footprint position: (323850000, 133350000)
INFO: key_placer.py:1078: Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=-3.1, y=-1.25, orientation=-90.0, side=<Side.BACK: 'Back'>), template_path='')]
DEBUG: board_modifier.py:107: Getting MX1 footprint position: (38100000, 38100000)
DEBUG: board_modifier.py:94: Setting D1 footprint position: (41200000, 39350000)
DEBUG: board_modifier.py:107: Getting D1 footprint position: (41200000, 39350000)
DEBUG: board_modifier.py:107: Getting MX2 footprint position: (57150000, 38100000)
DEBUG: board_modifier.py:94: Setting D2 footprint position: (60250000, 39350000)
DEBUG: board_modifier.py:107: Getting D2 footprint position: (60250000, 39350000)
DEBUG: board_modifier.py:107: Getting MX3 footprint position: (76200000, 38100000)
DEBUG: board_modifier.py:94: Setting D3 footprint position: (79300000, 39350000)
DEBUG: board_modifier.py:107: Getting D3 footprint position: (79300000, 39350000)
DEBUG: board_modifier.py:107: Getting MX4 footprint position: (95250000, 38100000)
DEBUG: board_modifier.py:94: Setting D4 footprint position: (98350000, 39350000)
DEBUG: board_modifier.py:107: Getting D4 footprint position: (98350000, 39350000)
DEBUG: board_modifier.py:107: Getting MX5 footprint position: (114300000, 38100000)
DEBUG: board_modifier.py:94: Setting D5 footprint position: (117400000, 39350000)
DEBUG: board_modifier.py:107: Getting D5 footprint position: (117400000, 39350000)
DEBUG: board_modifier.py:107: Getting MX6 footprint position: (133350000, 38100000)
DEBUG: board_modifier.py:94: Setting D6 footprint position: (136450000, 39350000)
